vid_id,elapsed_time_ratio,audience_watch_ratio,relative_retention_performance,year
zG5DYRKRrRI,0.52,0.6392,0.7269,2020
zG5DYRKRrRI,0.53,0.5979,0.7252,2020
zG5DYRKRrRI,0.54,0.5979,0.72055,2020
zG5DYRKRrRI,0.55,0.567,0.7099,2020
zG5DYRKRrRI,0.56,0.6289,0.6936,2020
zG5DYRKRrRI,0.57,0.5773,0.68,2020
zG5DYRKRrRI,0.58,0.5773,0.67985,2020
zG5DYRKRrRI,0.59,0.5876,0.69325,2020
zG5DYRKRrRI,0.6,0.5979,0.71015,2020
zG5DYRKRrRI,0.61,0.5876,0.72465,2020
zG5DYRKRrRI,0.62,0.6186,0.74095,2020
zG5DYRKRrRI,0.63,0.6082,0.7663,2020
zG5DYRKRrRI,0.64,0.6082,0.80315,2020
zG5DYRKRrRI,0.65,0.6289,0.84525,2020
zG5DYRKRrRI,0.66,0.6495,0.8811,2020
zG5DYRKRrRI,0.67,0.7113,0.90415,2020
zG5DYRKRrRI,0.68,0.732,0.91495,2020
zG5DYRKRrRI,0.69,0.732,0.91605,2020
zG5DYRKRrRI,0.7,0.6598,0.91025,2020
zG5DYRKRrRI,0.71,0.6392,0.90045,2020
zG5DYRKRrRI,0.72,0.6289,0.8887,2020
zG5DYRKRrRI,0.73,0.6289,0.8763,2020
zG5DYRKRrRI,0.74,0.5979,0.86195,2020
zG5DYRKRrRI,0.75,0.5773,0.84445,2020
zG5DYRKRrRI,0.76,0.6186,0.82545,2020
zG5DYRKRrRI,0.77,0.6186,0.8089,2020
zG5DYRKRrRI,0.78,0.5979,0.79965,2020
zG5DYRKRrRI,0.79,0.5876,0.8012,2020
zG5DYRKRrRI,0.8,0.6186,0.8123,2020
zG5DYRKRrRI,0.81,0.6082,0.82795,2020
zG5DYRKRrRI,0.82,0.6495,0.84345,2020
zG5DYRKRrRI,0.83,0.6495,0.8558,2020
zG5DYRKRrRI,0.84,0.6598,0.86325,2020
zG5DYRKRrRI,0.85,0.6598,0.86385,2020
zG5DYRKRrRI,0.86,0.6701,0.85605,2020
zG5DYRKRrRI,0.87,0.6701,0.83975,2020
zG5DYRKRrRI,0.88,0.6907,0.8164,2020
zG5DYRKRrRI,0.89,0.6598,0.7879,2020
zG5DYRKRrRI,0.9,0.6495,0.7559,2020
zG5DYRKRrRI,0.91,0.6289,0.72155,2020
zG5DYRKRrRI,0.92,0.6289,0.68605,2020
zG5DYRKRrRI,0.93,0.6495,0.6521,2020
zG5DYRKRrRI,0.94,0.6186,0.62185,2020
zG5DYRKRrRI,0.95,0.6186,0.59595,2020
zG5DYRKRrRI,0.96,0.5979,0.57135,2020
zG5DYRKRrRI,0.97,0.5979,0.5399,2020
zG5DYRKRrRI,0.98,0.5361,0.493,2020
zG5DYRKRrRI,0.99,0.4536,0.43325,2020
zG5DYRKRrRI,1,0.3918,0.38255,2020
h8FZ_H_zIlA,0.01,1.0297,0.7922,2020
h8FZ_H_zIlA,0.02,0.7921,0.88135,2020
h8FZ_H_zIlA,0.03,0.7822,0.93545,2020
h8FZ_H_zIlA,0.04,0.8317,0.94765,2020
h8FZ_H_zIlA,0.05,0.8911,0.94895,2020
h8FZ_H_zIlA,0.06,0.8515,0.9494,2020
h8FZ_H_zIlA,0.07,0.7723,0.9492,2020
h8FZ_H_zIlA,0.08,0.7228,0.9455,2020
h8FZ_H_zIlA,0.09,0.6733,0.9308,2020
h8FZ_H_zIlA,0.1,0.6139,0.90245,2020
h8FZ_H_zIlA,0.11,0.6238,0.87585,2020
h8FZ_H_zIlA,0.12,0.5842,0.8683,2020
h8FZ_H_zIlA,0.13,0.6139,0.87635,2020
h8FZ_H_zIlA,0.14,0.6436,0.88465,2020
h8FZ_H_zIlA,0.15,0.6337,0.88625,2020
h8FZ_H_zIlA,0.16,0.6139,0.88575,2020
h8FZ_H_zIlA,0.17,0.5842,0.89225,2020
h8FZ_H_zIlA,0.18,0.5941,0.9086,2020
h8FZ_H_zIlA,0.19,0.6634,0.9273,2020
h8FZ_H_zIlA,0.2,0.6832,0.9396,2020
h8FZ_H_zIlA,0.21,0.6436,0.9426,2020
h8FZ_H_zIlA,0.22,0.6535,0.9385,2020
h8FZ_H_zIlA,0.23,0.6238,0.93125,2020
h8FZ_H_zIlA,0.24,0.6139,0.92395,2020
h8FZ_H_zIlA,0.25,0.6238,0.9191,2020
h8FZ_H_zIlA,0.26,0.604,0.91985,2020
h8FZ_H_zIlA,0.27,0.6436,0.92645,2020
h8FZ_H_zIlA,0.28,0.6733,0.9334,2020
h8FZ_H_zIlA,0.29,0.703,0.93485,2020
h8FZ_H_zIlA,0.3,0.7228,0.93225,2020
h8FZ_H_zIlA,0.31,0.7525,0.92855,2020
h8FZ_H_zIlA,0.32,0.7228,0.92435,2020
h8FZ_H_zIlA,0.33,0.6535,0.91955,2020
h8FZ_H_zIlA,0.34,0.6733,0.91455,2020
h8FZ_H_zIlA,0.35,0.7228,0.9098,2020
h8FZ_H_zIlA,0.36,0.7327,0.9054,2020
h8FZ_H_zIlA,0.37,0.6931,0.9012,2020
h8FZ_H_zIlA,0.38,0.6436,0.89715,2020
h8FZ_H_zIlA,0.39,0.6535,0.89315,2020
h8FZ_H_zIlA,0.4,0.7228,0.8892,2020
h8FZ_H_zIlA,0.41,0.8119,0.88545,2020
h8FZ_H_zIlA,0.42,0.8515,0.882,2020
h8FZ_H_zIlA,0.43,0.8713,0.8788,2020
h8FZ_H_zIlA,0.44,0.8416,0.8757,2020
h8FZ_H_zIlA,0.45,0.7129,0.87275,2020
h8FZ_H_zIlA,0.46,0.6832,0.87005,2020
h8FZ_H_zIlA,0.47,0.6535,0.8681,2020
h8FZ_H_zIlA,0.48,0.6436,0.86695,2020
h8FZ_H_zIlA,0.49,0.703,0.8667,2020
h8FZ_H_zIlA,0.5,0.7426,0.86745,2020
h8FZ_H_zIlA,0.51,0.6832,0.8692,2020
h8FZ_H_zIlA,0.52,0.802,0.87185,2020
h8FZ_H_zIlA,0.53,0.8515,0.8751,2020
h8FZ_H_zIlA,0.54,0.7723,0.8785,2020
h8FZ_H_zIlA,0.55,0.6931,0.882,2020
h8FZ_H_zIlA,0.56,0.7129,0.88535,2020
h8FZ_H_zIlA,0.57,0.8416,0.88845,2020
h8FZ_H_zIlA,0.58,0.7525,0.89115,2020
h8FZ_H_zIlA,0.59,0.6535,0.8935,2020
h8FZ_H_zIlA,0.6,0.6535,0.8952,2020
h8FZ_H_zIlA,0.61,0.6535,0.89645,2020
h8FZ_H_zIlA,0.62,0.7228,0.8973,2020
h8FZ_H_zIlA,0.63,0.6832,0.8979,2020
h8FZ_H_zIlA,0.64,0.6238,0.8982,2020
h8FZ_H_zIlA,0.65,0.6337,0.89835,2020
h8FZ_H_zIlA,0.66,0.6337,0.89855,2020
h8FZ_H_zIlA,0.67,0.6436,0.8988,2020
h8FZ_H_zIlA,0.68,0.6436,0.8992,2020
h8FZ_H_zIlA,0.69,0.7327,0.8998,2020
h8FZ_H_zIlA,0.7,0.6634,0.9004,2020
h8FZ_H_zIlA,0.71,0.5941,0.90095,2020
h8FZ_H_zIlA,0.72,0.6238,0.90135,2020
h8FZ_H_zIlA,0.73,0.6634,0.90135,2020
h8FZ_H_zIlA,0.74,0.6337,0.90015,2020
h8FZ_H_zIlA,0.75,0.604,0.8962,2020
h8FZ_H_zIlA,0.76,0.5941,0.8909,2020
h8FZ_H_zIlA,0.77,0.6238,0.88855,2020
h8FZ_H_zIlA,0.78,0.604,0.8903,2020
h8FZ_H_zIlA,0.79,0.5842,0.892,2020
h8FZ_H_zIlA,0.8,0.703,0.8903,2020
h8FZ_H_zIlA,0.81,0.6931,0.88575,2020
h8FZ_H_zIlA,0.82,0.6634,0.8795,2020
h8FZ_H_zIlA,0.83,0.6337,0.87115,2020
h8FZ_H_zIlA,0.84,0.5941,0.86,2020
h8FZ_H_zIlA,0.85,0.5842,0.84605,2020
h8FZ_H_zIlA,0.86,0.604,0.82955,2020
h8FZ_H_zIlA,0.87,0.6634,0.8103,2020
h8FZ_H_zIlA,0.88,0.6931,0.7886,2020
h8FZ_H_zIlA,0.89,0.7228,0.7645,2020
h8FZ_H_zIlA,0.9,0.6436,0.73505,2020
h8FZ_H_zIlA,0.91,0.5842,0.6961,2020
h8FZ_H_zIlA,0.92,0.5743,0.65185,2020
h8FZ_H_zIlA,0.93,0.5545,0.6171,2020
h8FZ_H_zIlA,0.94,0.5149,0.6038,2020
h8FZ_H_zIlA,0.95,0.5347,0.60815,2020
h8FZ_H_zIlA,0.96,0.5941,0.61655,2020
h8FZ_H_zIlA,0.97,0.6238,0.61895,2020
h8FZ_H_zIlA,0.98,0.5743,0.61185,2020
h8FZ_H_zIlA,0.99,0.4653,0.5969,2020
h8FZ_H_zIlA,1,0.3267,0.58205,2020
OXRHUDd28uM,0.01,0.8854,0.63995,2020
OXRHUDd28uM,0.02,0.7292,0.76475,2020
OXRHUDd28uM,0.03,0.6979,0.8667,2020
OXRHUDd28uM,0.04,0.7292,0.9187,2020
OXRHUDd28uM,0.05,0.7708,0.94165,2020
OXRHUDd28uM,0.06,0.7604,0.9491,2020
OXRHUDd28uM,0.07,0.7292,0.9502,2020
OXRHUDd28uM,0.08,0.6979,0.9492,2020
OXRHUDd28uM,0.09,0.6875,0.94655,2020
OXRHUDd28uM,0.1,0.7083,0.94255,2020
OXRHUDd28uM,0.11,0.7083,0.9373,2020
OXRHUDd28uM,0.12,0.7188,0.9307,2020
OXRHUDd28uM,0.13,0.6979,0.92355,2020
OXRHUDd28uM,0.14,0.6771,0.91815,2020
OXRHUDd28uM,0.15,0.6979,0.9173,2020
OXRHUDd28uM,0.16,0.6771,0.9206,2020
OXRHUDd28uM,0.17,0.6875,0.92525,2020
OXRHUDd28uM,0.18,0.6875,0.92935,2020
OXRHUDd28uM,0.19,0.6563,0.93235,2020
OXRHUDd28uM,0.2,0.6875,0.9337,2020
OXRHUDd28uM,0.21,0.6979,0.93185,2020
OXRHUDd28uM,0.22,0.6875,0.92585,2020
OXRHUDd28uM,0.23,0.6667,0.9163,2020
OXRHUDd28uM,0.24,0.6563,0.90635,2020
OXRHUDd28uM,0.25,0.6354,0.9009,2020
OXRHUDd28uM,0.26,0.6563,0.9048,2020
OXRHUDd28uM,0.27,0.6563,0.91855,2020
OXRHUDd28uM,0.28,0.7083,0.9351,2020
OXRHUDd28uM,0.29,0.7708,0.94575,2020
OXRHUDd28uM,0.3,0.8125,0.94935,2020
OXRHUDd28uM,0.31,0.8333,0.9493,2020
OXRHUDd28uM,0.32,0.7708,0.9468,2020
OXRHUDd28uM,0.33,0.7708,0.94165,2020
OXRHUDd28uM,0.34,0.7604,0.9348,2020
OXRHUDd28uM,0.35,0.7604,0.92715,2020
OXRHUDd28uM,0.36,0.8958,0.9185,2020
OXRHUDd28uM,0.37,0.8646,0.90895,2020
OXRHUDd28uM,0.38,0.7708,0.89725,2020
OXRHUDd28uM,0.39,0.6875,0.8761,2020
OXRHUDd28uM,0.4,0.625,0.8358,2020
OXRHUDd28uM,0.41,0.625,0.78095,2020
OXRHUDd28uM,0.42,0.6458,0.73195,2020
OXRHUDd28uM,0.43,0.6458,0.71,2020
OXRHUDd28uM,0.44,0.625,0.721,2020
OXRHUDd28uM,0.45,0.6354,0.7557,2020
OXRHUDd28uM,0.46,0.6563,0.79685,2020
OXRHUDd28uM,0.47,0.6667,0.82725,2020
OXRHUDd28uM,0.48,0.6979,0.8407,2020
OXRHUDd28uM,0.49,0.8021,0.8429,2020
OXRHUDd28uM,0.5,0.7292,0.8394,2020
OXRHUDd28uM,0.51,0.6563,0.8297,2020
OXRHUDd28uM,0.52,0.6563,0.812,2020
OXRHUDd28uM,0.53,0.6354,0.7888,2020
OXRHUDd28uM,0.54,0.6458,0.76505,2020
OXRHUDd28uM,0.55,0.5833,0.7489,2020
OXRHUDd28uM,0.56,0.625,0.75085,2020
OXRHUDd28uM,0.57,0.5729,0.77325,2020
OXRHUDd28uM,0.58,0.6042,0.8058,2020
OXRHUDd28uM,0.59,0.5938,0.83685,2020
OXRHUDd28uM,0.6,0.5938,0.8629,2020
OXRHUDd28uM,0.61,0.5938,0.88475,2020
OXRHUDd28uM,0.62,0.6354,0.90235,2020
OXRHUDd28uM,0.63,0.6146,0.91545,2020
OXRHUDd28uM,0.64,0.6563,0.9255,2020
OXRHUDd28uM,0.65,0.6354,0.9339,2020
OXRHUDd28uM,0.66,0.6771,0.9396,2020
OXRHUDd28uM,0.67,0.6979,0.94125,2020
OXRHUDd28uM,0.68,0.7604,0.93985,2020
OXRHUDd28uM,0.69,0.7708,0.93665,2020
OXRHUDd28uM,0.7,0.7396,0.9321,2020
OXRHUDd28uM,0.71,0.7292,0.9255,2020
OXRHUDd28uM,0.72,0.7396,0.91535,2020
OXRHUDd28uM,0.73,0.75,0.90045,2020
OXRHUDd28uM,0.74,0.7083,0.8815,2020
OXRHUDd28uM,0.75,0.6667,0.86240000000000006,2020
OXRHUDd28uM,0.76,0.6667,0.8466,2020
OXRHUDd28uM,0.77,0.6354,0.834,2020
OXRHUDd28uM,0.78,0.6875,0.8223,2020
OXRHUDd28uM,0.79,0.6979,0.81155,2020
OXRHUDd28uM,0.8,0.7188,0.8024,2020
OXRHUDd28uM,0.81,0.6771,0.79325,2020
OXRHUDd28uM,0.82,0.6354,0.7833,2020
OXRHUDd28uM,0.83,0.625,0.77495,2020
OXRHUDd28uM,0.84,0.625,0.76775,2020
OXRHUDd28uM,0.85,0.625,0.7566,2020
OXRHUDd28uM,0.86,0.6042,0.73715,2020
OXRHUDd28uM,0.87,0.5521,0.71055,2020
OXRHUDd28uM,0.88,0.5833,0.6833,2020
OXRHUDd28uM,0.89,0.5938,0.662,2020
OXRHUDd28uM,0.9,0.6042,0.6483,2020
OXRHUDd28uM,0.91,0.5833,0.64,2020
OXRHUDd28uM,0.92,0.6042,0.63465,2020
OXRHUDd28uM,0.93,0.5729,0.63105,2020
OXRHUDd28uM,0.94,0.5833,0.62825,2020
OXRHUDd28uM,0.95,0.5938,0.62465,2020
OXRHUDd28uM,0.96,0.6042,0.61895,2020
OXRHUDd28uM,0.97,0.5625,0.61055,2020
OXRHUDd28uM,0.98,0.5729,0.59865,2020
OXRHUDd28uM,0.99,0.4688,0.5828,2020
OXRHUDd28uM,1,0.3542,0.56775,2020
s-HX0NcVGco,0.01,0.9022,0.68365,2020
s-HX0NcVGco,0.02,0.7609,0.79595,2020
s-HX0NcVGco,0.03,0.6957,0.88155,2020
s-HX0NcVGco,0.04,0.6848,0.92115,2020
s-HX0NcVGco,0.05,0.7283,0.9392,2020
s-HX0NcVGco,0.06,0.7065,0.94695,2020
s-HX0NcVGco,0.07,0.7283,0.94935,2020
s-HX0NcVGco,0.08,0.7283,0.9499,2020
s-HX0NcVGco,0.09,0.663,0.95,2020
s-HX0NcVGco,0.1,0.7065,0.95,2020
s-HX0NcVGco,0.11,0.7935,0.95005,2020
s-HX0NcVGco,0.12,0.8043,0.95005,2020
s-HX0NcVGco,0.13,0.6848,0.95005,2020
s-HX0NcVGco,0.14,0.6522,0.95005,2020
s-HX0NcVGco,0.15,0.6739,0.95005,2020
s-HX0NcVGco,0.16,0.7717,0.95005,2020
s-HX0NcVGco,0.17,0.8478,0.95005,2020
s-HX0NcVGco,0.18,0.7609,0.95005,2020
s-HX0NcVGco,0.19,0.6087,0.95,2020
s-HX0NcVGco,0.2,0.6848,0.9499,2020
s-HX0NcVGco,0.21,0.8043,0.94935,2020
s-HX0NcVGco,0.22,0.8696,0.94795,2020
s-HX0NcVGco,0.23,0.75,0.94585,2020
s-HX0NcVGco,0.24,0.6848,0.94335,2020
s-HX0NcVGco,0.25,0.6522,0.94045,2020
s-HX0NcVGco,0.26,0.6413,0.93725,2020
s-HX0NcVGco,0.27,0.6957,0.9339,2020
s-HX0NcVGco,0.28,0.75,0.93015,2020
s-HX0NcVGco,0.29,0.6848,0.92555,2020
s-HX0NcVGco,0.3,0.6087,0.9191,2020
s-HX0NcVGco,0.31,0.6087,0.91185,2020
s-HX0NcVGco,0.32,0.6304,0.90585,2020
s-HX0NcVGco,0.33,0.663,0.8993,2020
s-HX0NcVGco,0.34,0.7391,0.891,2020
s-HX0NcVGco,0.35,0.7283,0.88165,2020
s-HX0NcVGco,0.36,0.7609,0.8717,2020
s-HX0NcVGco,0.37,0.6957,0.8614,2020
s-HX0NcVGco,0.38,0.5761,0.85095,2020
s-HX0NcVGco,0.39,0.5978,0.84075,2020
s-HX0NcVGco,0.4,0.663,0.8309,2020
s-HX0NcVGco,0.41,0.7283,0.82135,2020
s-HX0NcVGco,0.42,0.7065,0.8117,2020
s-HX0NcVGco,0.43,0.6196,0.80025,2020
s-HX0NcVGco,0.44,0.5978,0.78285,2020
s-HX0NcVGco,0.45,0.5326,0.7588,2020
s-HX0NcVGco,0.46,0.5978,0.73755,2020
s-HX0NcVGco,0.47,0.5652,0.7294,2020
s-HX0NcVGco,0.48,0.5652,0.73445,2020
s-HX0NcVGco,0.49,0.5761,0.744,2020
s-HX0NcVGco,0.5,0.587,0.74965,2020
s-HX0NcVGco,0.51,0.6304,0.75045,2020
s-HX0NcVGco,0.52,0.6087,0.7504,2020
s-HX0NcVGco,0.53,0.6522,0.75225,2020
s-HX0NcVGco,0.54,0.6848,0.7568,2020
s-HX0NcVGco,0.55,0.5761,0.764,2020
s-HX0NcVGco,0.56,0.5543,0.7729,2020
s-HX0NcVGco,0.57,0.5217,0.7828,2020
s-HX0NcVGco,0.58,0.5435,0.7953,2020
s-HX0NcVGco,0.59,0.5109,0.81285,2020
s-HX0NcVGco,0.6,0.5,0.8356,2020
s-HX0NcVGco,0.61,0.5217,0.86015,2020
s-HX0NcVGco,0.62,0.5326,0.88165,2020
s-HX0NcVGco,0.63,0.5652,0.89855,2020
s-HX0NcVGco,0.64,0.5543,0.91155,2020
s-HX0NcVGco,0.65,0.5761,0.9211,2020
s-HX0NcVGco,0.66,0.5652,0.92715,2020
s-HX0NcVGco,0.67,0.6087,0.93005,2020
s-HX0NcVGco,0.68,0.5761,0.92795,2020
s-HX0NcVGco,0.69,0.5435,0.91625,2020
s-HX0NcVGco,0.7,0.5435,0.895,2020
s-HX0NcVGco,0.71,0.5217,0.8732,2020
s-HX0NcVGco,0.72,0.5,0.86245,2020
s-HX0NcVGco,0.73,0.4891,0.8686,2020
s-HX0NcVGco,0.74,0.5326,0.8876,2020
s-HX0NcVGco,0.75,0.5326,0.90885,2020
s-HX0NcVGco,0.76,0.5761,0.9227,2020
s-HX0NcVGco,0.77,0.5761,0.9265,2020
s-HX0NcVGco,0.78,0.6304,0.9243,2020
s-HX0NcVGco,0.79,0.6413,0.91935,2020
s-HX0NcVGco,0.8,0.587,0.9124,2020
s-HX0NcVGco,0.81,0.587,0.9033,2020
s-HX0NcVGco,0.82,0.6196,0.89105,2020
s-HX0NcVGco,0.83,0.587,0.87455,2020
s-HX0NcVGco,0.84,0.663,0.8536,2020
s-HX0NcVGco,0.85,0.6087,0.829,2020
s-HX0NcVGco,0.86,0.587,0.8015,2020
s-HX0NcVGco,0.87,0.5326,0.7719,2020
s-HX0NcVGco,0.88,0.587,0.7415,2020
s-HX0NcVGco,0.89,0.6522,0.7122,2020
s-HX0NcVGco,0.9,0.7065,0.68495,2020
s-HX0NcVGco,0.91,0.587,0.65745,2020
s-HX0NcVGco,0.92,0.5326,0.62505,2020
s-HX0NcVGco,0.93,0.5217,0.58845,2020
s-HX0NcVGco,0.94,0.5326,0.55685,2020
s-HX0NcVGco,0.95,0.5109,0.5402,2020
s-HX0NcVGco,0.96,0.4457,0.5418,2020
s-HX0NcVGco,0.97,0.4674,0.554,2020
s-HX0NcVGco,0.98,0.4783,0.56415,2020
s-HX0NcVGco,0.99,0.4674,0.56685,2020
s-HX0NcVGco,1,0.2717,0.5655,2020
eJizsGLUFFw,0.01,1.0294,0.7463,2020
eJizsGLUFFw,0.02,0.9412,0.8311,2020
eJizsGLUFFw,0.03,0.8824,0.88735,2020
eJizsGLUFFw,0.04,0.7941,0.90545,2020
eJizsGLUFFw,0.05,0.8382,0.90965,2020
eJizsGLUFFw,0.06,0.8382,0.908,2020
eJizsGLUFFw,0.07,0.75,0.90125,2020
eJizsGLUFFw,0.08,0.75,0.8897,2020
eJizsGLUFFw,0.09,0.7206,0.87455,2020
eJizsGLUFFw,0.1,0.6912,0.85945,2020
eJizsGLUFFw,0.11,0.7059,0.84875,2020
eJizsGLUFFw,0.12,0.75,0.84005,2020
eJizsGLUFFw,0.13,0.7353,0.82565,2020
eJizsGLUFFw,0.14,0.7059,0.80345,2020
eJizsGLUFFw,0.15,0.7059,0.78325,2020
eJizsGLUFFw,0.16,0.6912,0.77805,2020
eJizsGLUFFw,0.17,0.6912,0.79035,2020
eJizsGLUFFw,0.18,0.6912,0.8095,2020
eJizsGLUFFw,0.19,0.7353,0.8221,2020
eJizsGLUFFw,0.2,0.6765,0.823,2020
eJizsGLUFFw,0.21,0.7206,0.8169,2020
eJizsGLUFFw,0.22,0.6912,0.8137,2020
eJizsGLUFFw,0.23,0.7059,0.8197,2020
eJizsGLUFFw,0.24,0.7059,0.8334,2020
eJizsGLUFFw,0.25,0.7059,0.84925,2020
eJizsGLUFFw,0.26,0.7353,0.8643,2020
eJizsGLUFFw,0.27,0.7353,0.8792,2020
eJizsGLUFFw,0.28,0.7059,0.89325,2020
eJizsGLUFFw,0.29,0.8382,0.9033,2020
eJizsGLUFFw,0.3,0.8088,0.90845,2020
eJizsGLUFFw,0.31,0.7647,0.9123,2020
eJizsGLUFFw,0.32,0.75,0.919,2020
eJizsGLUFFw,0.33,0.7941,0.92865,2020
eJizsGLUFFw,0.34,0.8529,0.93825,2020
eJizsGLUFFw,0.35,0.8382,0.9453,2020
eJizsGLUFFw,0.36,0.8235,0.9488,2020
eJizsGLUFFw,0.37,0.8676,0.9497,2020
eJizsGLUFFw,0.38,0.8235,0.9486,2020
eJizsGLUFFw,0.39,0.8676,0.94385,2020
eJizsGLUFFw,0.4,0.7794,0.9342,2020
eJizsGLUFFw,0.41,0.7941,0.92205,2020
eJizsGLUFFw,0.42,0.7647,0.9103,2020
eJizsGLUFFw,0.43,0.7647,0.8997,2020
eJizsGLUFFw,0.44,0.7794,0.88855,2020
eJizsGLUFFw,0.45,0.7941,0.87555,2020
eJizsGLUFFw,0.46,0.7647,0.86355,2020
eJizsGLUFFw,0.47,0.7059,0.85905,2020
eJizsGLUFFw,0.48,0.7206,0.86545,2020
eJizsGLUFFw,0.49,0.75,0.8782,2020
eJizsGLUFFw,0.5,0.7794,0.88785,2020
eJizsGLUFFw,0.51,0.8088,0.8869,2020
eJizsGLUFFw,0.52,0.7647,0.8717,2020
eJizsGLUFFw,0.53,0.7353,0.84135,2020
eJizsGLUFFw,0.54,0.7353,0.8014,2020
eJizsGLUFFw,0.55,0.7353,0.76645,2020
eJizsGLUFFw,0.56,0.75,0.74985,2020
eJizsGLUFFw,0.57,0.7059,0.7537,2020
eJizsGLUFFw,0.58,0.7206,0.77255,2020
eJizsGLUFFw,0.59,0.6765,0.7993,2020
eJizsGLUFFw,0.6,0.6765,0.8259,2020
eJizsGLUFFw,0.61,0.6912,0.8458,2020
eJizsGLUFFw,0.62,0.7206,0.85575,2020
eJizsGLUFFw,0.63,0.7647,0.85455,2020
eJizsGLUFFw,0.64,0.75,0.84125,2020
eJizsGLUFFw,0.65,0.7059,0.81565,2020
eJizsGLUFFw,0.66,0.6912,0.7805,2020
eJizsGLUFFw,0.67,0.6912,0.7405,2020
eJizsGLUFFw,0.68,0.6765,0.7012,2020
eJizsGLUFFw,0.69,0.6324,0.672,2020
eJizsGLUFFw,0.7,0.6471,0.6624,2020
eJizsGLUFFw,0.71,0.6618,0.6721,2020
eJizsGLUFFw,0.72,0.6324,0.68925,2020
eJizsGLUFFw,0.73,0.7059,0.6987,2020
eJizsGLUFFw,0.74,0.6765,0.6928,2020
eJizsGLUFFw,0.75,0.6618,0.67565,2020
eJizsGLUFFw,0.76,0.6029,0.65855,2020
eJizsGLUFFw,0.77,0.6765,0.64705,2020
eJizsGLUFFw,0.78,0.6471,0.6351,2020
eJizsGLUFFw,0.79,0.6765,0.6144,2020
eJizsGLUFFw,0.8,0.6618,0.5832,2020
eJizsGLUFFw,0.81,0.6618,0.5465,2020
eJizsGLUFFw,0.82,0.6618,0.5132,2020
eJizsGLUFFw,0.83,0.6176,0.4934,2020
eJizsGLUFFw,0.84,0.6176,0.4948,2020
eJizsGLUFFw,0.85,0.5882,0.5151,2020
eJizsGLUFFw,0.86,0.6912,0.5398,2020
eJizsGLUFFw,0.87,0.7059,0.55335,2020
eJizsGLUFFw,0.88,0.7353,0.55015,2020
eJizsGLUFFw,0.89,0.7206,0.5303,2020
